DEBUG get_query: SELECT value FROM industry WHERE name = ? AND pid = ?
DEBUG set_query: UPDATE industry SET value = ? WHERE name = ? AND pid = ?
DEBUG EnipProtocol server addr:  192.168.1.11
DEBUG: concatenating server address with default port.
DEBUG enip server tags_string:  LIT101:1=REAL LIT102:1=REAL LIT103:1=REAL Q101:1=REAL Q102:1=REAL 
DEBUG enip _start_server cmd:  ['/usr/bin/python', '-m', 'cpppo.server.enip', '--print', '--log', 'logs/protocols_tests_enip_server', '--address', '192.168.1.11:44818', 'LIT101:1=REAL', 'LIT102:1=REAL', 'LIT103:1=REAL', 'Q101:1=REAL', 'Q102:1=REAL']
DEBUG: q101 enters pre_loop
DEBUG: q101 enters main_loop
DEBUG entering socket thread run
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.50178525898e-05
received from PLC101! 3.97678525898e-05
received from PLC101! 4.45309414075e-05
received from PLC101! 4.85561176331e-05
received from PLC101! 5.1780167681e-05
received from PLC101! 5.42982227828e-05
received from PLC101! 5.62270500761e-05
received from PLC101! 5.76723306653e-05
received from PLC101! 5.87230354131e-05
received from PLC101! 5.94524831135e-05
received from PLC101! 5.99207182277e-05
received from PLC101! 6.0176853039e-05
received from PLC101! 6.02610795334e-05
received from PLC101! 6.02063300059e-05
received from PLC101! 6.00396294571e-05
received from PLC101! 5.97831917516e-05
received from PLC101! 5.9455306699e-05
received from PLC101! 5.90710578058e-05
received from PLC101! 5.86429033333e-05
received from PLC101! 5.81811471728e-05
received from PLC101! 5.76943209475e-05
received from PLC101! 5.79894945902e-05
received from PLC101! 5.84201517011e-05
received from PLC101! 5.86568227384e-05
received from PLC101! 5.86643997559e-05
received from PLC101! 5.84753206982e-05
received from PLC101! 5.81315805895e-05
received from PLC101! 5.76709997525e-05
received from PLC101! 5.71248835092e-05
received from PLC101! 5.65184441227e-05
received from PLC101! 5.5871752836e-05
received from PLC101! 5.52006711984e-05
received from PLC101! 5.45176474067e-05
received from PLC101! 5.38323725182e-05
received from PLC101! 5.31523152603e-05
received from PLC101! 5.24831565154e-05
received from PLC101! 5.18291420231e-05
received from PLC101! 5.11933686458e-05
received from PLC101! 5.05780166849e-05
received from PLC101! 4.99845383567e-05
received from PLC101! 4.94138106174e-05
received from PLC101! 4.88662589704e-05
received from PLC101! 4.83419576416e-05
received from PLC101! 4.78407104997e-05
received from PLC101! 4.73621162828e-05
received from PLC101! 4.6905621036e-05
received from PLC101! 4.64705601263e-05
received from PLC101! 4.60561917697e-05
received from PLC101! 4.5661723652e-05
received from PLC101! 4.52863339329e-05
received from PLC101! 4.4929187694e-05
received from PLC101! 4.45894496913e-05
received from PLC101! 4.42662941242e-05
received from PLC101! 4.39589119956e-05
received from PLC101! 4.36665165382e-05
received from PLC101! 4.33883470927e-05
received from PLC101! 4.31236717533e-05
received from PLC101! 4.28717890361e-05
received from PLC101! 4.26320287815e-05
received from PLC101! 4.24037524579e-05
received from PLC101! 4.21863530052e-05
received from PLC101! 4.19792543298e-05
received from PLC101! 4.17819105381e-05
